47000,2939
46999,2938
46998,2937
46997,2936
46996,2935
46995,2934
46994,2933
46993,2932
46992,2931
46991,2930
46990,2929
46989,2928
46988,2927
46987,2926
46986,2925
46985,2924
46984,2923
46983,2922
46982,2921
46981,2920
46980,2919
46979,2918
46978,2917
46977,2916
46976,2915
46975,2914
46974,2913
46973,2912
46972,2911
46971,2910
46970,2909
46969,2908
46968,2907
46967,2906
46966,2905
46965,2904
46964,2903
46963,2902
46962,2901
46961,2898
46960,2899
46959,2897
46958,2896
46957,2895
46956,2894
46955,2893
46954,2892
46953,2891
46952,2890
46951,2889
46950,2888
46949,2887
46948,2886
46947,2885
46946,2884
46945,2883
46944,2882
46943,2975
46942,2881
46941,2880
46940,2879
46939,2878
46938,2877
46937,2876
46936,2875
46935,2874
46934,2873
46933,2872
46932,2871
46931,2870
46930,2869
46929,2868
46928,2866
46927,2974
46926,2867
46925,2865
46924,2864
46923,2862
46922,2863
46921,2861
46920,2860
46919,2859
46918,2973
46917,2858
46916,2857
46915,2856
46914,2855
46913,2854
46912,2853
46911,2852
46910,2851
46909,2850
